County,Fire Name,Start,Contained,Acres,Deaths_FF,Deaths_Civil,Duration,Strux_Destr,Strux_Dmgd,Duration_Days
MARIPOSA,LAKES,2016-06-26,2016-10-31,"1,001",0,0,128 days,0.0,0.0,128
SACRAMENTO,RANCHO,2016-06-28,2016-06-30,372,0,0,3 days,0.0,0.0,3
PLACER,TRAILHEAD,2016-06-28,2016-08-14,"5,645",0,0,48 days,0.0,0.0,48
TEHAMA,COLYEAR,2016-06-30,2016-07-06,464,0,0,7 days,0.0,0.0,7
VENTURA,PINE,2016-06-30,2016-07-17,"2,304",0,0,18 days,0.0,0.0,18
FRESNO,CURRY,2016-07-01,2016-07-04,"2,944",0,0,4 days,0.0,0.0,4
KERN,DEER,2016-07-01,2016-07-10,"1,785",0,0,10 days,0.0,0.0,10
CALAVERAS,APPALOOSA,2016-07-02,2016-07-15,310,0,0,14 days,1.0,0.0,14
SHASTA,FIDDLER,2016-07-08,2016-07-09,303,0,0,2 days,1.0,1.0,2
KERN,FORT,2016-07-08,2016-07-09,554,0,0,2 days,0.0,0.0,2
LOS ANGELES,SAGE,2016-07-09,2016-07-16,"1,100",0,0,8 days,0.0,2.0,8
CALAVERAS,PACHECO,2016-07-12,2016-07-18,341,0,0,7 days,2.0,0.0,7
SAN DIEGO,ROBLAR,2016-07-21,2016-07-27,"1,245",0,0,7 days,0.0,0.0,7
LOS ANGELES,SAND,2016-07-22,2016-08-06,"41,383",0,1,16 days,116.0,20.0,16
MONTEREY,SOBERANES,2016-07-22,2016-10-13,"132,127",1,0,84 days,68.0,5.0,84
FRESNO,GOOSE,2016-07-30,2016-08-09,"2,241",0,0,11 days,9.0,1.0,11
BUTTE,99,2016-08-02,2016-08-08,520,0,0,7 days,0.0,0.0,7
YOLO,COLD,2016-08-02,2016-08-12,"5,731",0,0,11 days,2.0,0.0,11
MONO,CLARK,2016-08-04,2016-08-12,"2,819",0,0,9 days,0.0,0.0,9
SAN BERNARDINO,PILOT,2016-08-07,2016-08-16,"8,110",0,0,10 days,0.0,0.0,10
FRESNO,MINERAL,2016-08-08,2016-08-19,"7,050",0,0,12 days,2.0,0.0,12
INYO,HORSESHOE,2016-08-09,2016-08-17,369,0,0,9 days,0.0,0.0,9
LAKE,CLAYTON,2016-08-13,2016-09-03,"3,929",0,0,22 days,300.0,28.0,22
SAN LUIS OBISPO,CHIMNEY,2016-08-13,2016-09-07,"46,235",0,0,26 days,70.0,8.0,26
SAN BERNARDINO,BLUECUT,2016-08-16,2016-09-08,"36,274",0,0,24 days,321.0,8.0,24
KERN,CEDAR,2016-08-16,2016-09-24,"29,322",0,0,40 days,6.0,0.0,40
YUBA,BEALE,2016-08-18,2016-08-19,389,0,0,2 days,0.0,0.0,2
SANTA BARBARA,REY,2016-08-18,2016-09-15,"32,606",0,0,29 days,5.0,0.0,29
ALPINE,MOKELUMNE,2016-08-19,2016-09-20,655,0,0,33 days,0.0,0.0,33
TULARE,TULE,2016-08-22,2016-08-22,395,0,0,1 days,0.0,0.0,1
HUMBOLDT,TULLY,2016-08-22,2016-09-09,599,0,0,19 days,3.0,0.0,19
SISKIYOU,GRADE,2016-08-24,2016-09-10,710,0,0,18 days,10.0,1.0,18
KERN,RANGE,2016-08-26,2016-08-31,600,0,0,6 days,0.0,0.0,6
KERN,HAVILA,2016-08-27,2016-08-31,304,0,0,5 days,0.0,0.0,5
SISKIYOU,GAP,2016-08-27,2016-09-16,"33,867",0,0,21 days,14.0,0.0,21
CALAVERAS,WILLOW,2016-08-28,2016-09-04,450,0,0,8 days,0.0,1.0,8
RIVERSIDE,BOGART,2016-08-30,2016-09-05,"1,470",0,0,7 days,1.0,0.0,7
BUTTE,SADDLE,2016-09-05,2016-09-22,800,0,0,18 days,3.0,0.0,18
MODOC,HOWARD,2016-09-11,2016-09-15,380,0,0,5 days,0.0,0.0,5
LASSEN,WILLARD,2016-09-11,2016-10-12,"2,575",0,0,32 days,7.0,0.0,32
TEHAMA,HOG,2016-09-13,2016-09-13,321,0,0,1 days,0.0,0.0,1
FRESNO,CROWN,2016-09-15,2016-10-31,800,0,0,47 days,0.0,0.0,47
SANTA BARBARA,CANYON,2016-09-17,2016-09-24,"12,742",1,0,8 days,0.0,0.0,8
MONO,OWENS RIVER,2016-09-17,2016-10-15,"5,443",0,0,29 days,4.0,0.0,29
MODOC,SOUP COMPLEX,2016-09-17,2016-10-31,"2,722",0,0,45 days,0.0,0.0,45
KERN,FLAT,2016-09-19,2016-09-22,307,0,0,4 days,0.0,0.0,4
SONOMA,SAWMILL,2016-09-25,2016-10-01,"1,547",0,0,7 days,0.0,0.0,7
TUOLUMNE,MARSHES,2016-09-26,2016-10-04,"1,080",0,0,9 days,0.0,0.0,9
SANTA CLARA,LOMA,2016-09-26,2016-11-08,"4,474",0,0,44 days,28.0,1.0,44
TULARE,SLATE,2016-10-04,2016-11-05,"2,160",0,0,33 days,0.0,0.0,33
FRESNO,SACATA,2016-10-11,2016-10-19,"2,100",0,0,9 days,0.0,0.0,9
TULARE,JACOBSON,2016-10-20,2016-11-01,"1,702",0,0,13 days,0.0,0.0,13
TULARE,MEADOW,2016-10-29,2016-11-22,"4,347",0,0,25 days,0.0,0.0,25
TULARE,HIDDEN,2016-11-02,2016-11-23,"2,768",0,0,22 days,0.0,0.0,22
MODOC,WEST,2017-04-01,2017-04-01,401,0,0,1 days,0.0,0.0,1
FRESNO,JAYNE,2017-04-20,2017-04-21,"4,532",0,0,2 days,0.0,0.0,2
FRESNO,EL DORADO,2017-04-28,2017-04-28,750,0,0,1 days,0.0,0.0,1
RIVERSIDE,OPERA,2017-04-30,2017-05-02,"1,350",0,0,3 days,0.0,0.0,3
MERCED,WRIGHT,2017-05-12,2017-05-13,"1,733",0,0,2 days,0.0,0.0,2
FRESNO,ELM 2,2017-05-18,2017-05-21,"10,000",0,0,4 days,0.0,0.0,4
SAN DIEGO,DELUZ,2017-05-19,2017-05-22,486,0,0,4 days,0.0,0.0,4
KERN,MING,2017-05-20,2017-05-22,506,0,0,3 days,0.0,0.0,3
SAN DIEGO,GATE,2017-05-20,2017-05-22,"2,056",0,0,3 days,0.0,0.0,3
MONTEREY,RANGE,2017-06-04,2017-06-11,"1,972",0,0,8 days,0.0,0.0,8
TULARE,DINELY,2017-06-07,2017-06-10,339,0,0,4 days,0.0,0.0,4
MADERA,OAKWOOD,2017-06-10,2017-06-13,"1,417",0,0,4 days,0.0,0.0,4
FRESNO,MONTEREY,2017-06-11,2017-06-11,450,0,0,1 days,0.0,0.0,1
LOS ANGELES,LAKE,2017-06-17,2017-06-23,850,0,0,7 days,0.0,2.0,7
KERN,HIGHWAY,2017-06-21,2017-06-25,"1,522",0,0,5 days,0.0,0.0,5
SAN BERNARDINO,HOLCOMB,2017-06-21,2017-06-29,"1,503",0,0,9 days,0.0,0.0,9
FRESNO,CREEK,2017-06-23,2017-06-27,357,0,0,5 days,4.0,0.0,5
TULARE,SCHAEFFER,2017-06-24,2017-08-05,"16,031",0,0,43 days,0.0,0.0,43
LOS ANGELES,PLACERITA,2017-06-25,2017-06-28,760,0,0,4 days,1.0,1.0,4
SAN LUIS OBISPO,HILL,2017-06-26,2017-06-28,"1,626",0,0,3 days,7.0,0.0,3
RIVERSIDE,MANZANITA,2017-06-26,2017-06-30,"6,309",0,0,5 days,0.0,0.0,5
SAN BERNARDINO,MART,2017-06-27,2017-07-01,670,0,0,5 days,0.0,0.0,5
MODOC,BATTLE,2017-06-28,2017-07-01,640,0,0,4 days,0.0,0.0,4
SAN DIEGO,CRISTIANITOS,2017-06-28,2017-07-01,761,0,0,4 days,0.0,0.0,4
MARIPOSA,BEN,2017-06-28,2017-07-06,558,0,0,9 days,0.0,0.0,9
KERN,TARINA,2017-06-30,2017-07-01,"1,200",0,0,2 days,0.0,0.0,2
FRESNO,DERRICK,2017-07-02,2017-07-05,"1,562",0,0,4 days,0.0,0.0,4
SISKIYOU,FAY,2017-07-05,2017-07-31,496,0,0,27 days,1.0,0.0,27
KERN,QUIAL COMPLEX,2017-07-06,2017-07-06,"1,626",0,0,1 days,0.0,0.0,1
YOLO,WINTER,2017-07-06,2017-07-14,"1,700",0,0,9 days,0.0,0.0,9
SAN LUIS OBISPO,ALAMO,2017-07-06,2017-07-18,"28,687",0,0,13 days,14.0,1.0,13
BUTTE,WALL,2017-07-07,2017-08-03,"6,033",0,0,28 days,91.0,10.0,28
MONTEREY,PARKFIELD,2017-07-08,2017-07-08,"1,816",0,0,1 days,0.0,1.0,1
SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,"18,430",0,0,90 days,40.0,7.0,90
SAN LUIS OBISPO,STONE,2017-07-09,2017-07-11,340,0,0,3 days,3.0,0.0,3
KINGS,GARZA,2017-07-09,2017-07-25,"48,660",0,0,17 days,1.0,0.0,17
TEHAMA,DALE,2017-07-09,2018-07-09,856,0,0,366 days,0.0,0.0,366
NEVADA,FARAD,2017-07-10,2017-07-16,747,0,0,7 days,0.0,0.0,7
SAN DIEGO,JENNINGS 2,2017-07-11,2017-07-14,400,0,0,4 days,0.0,0.0,4
LASSEN,LONG VALLEY,2017-07-11,2017-07-25,"83,733",0,0,15 days,8.0,3.0,15
MODOC,DOBE,2017-07-13,2017-07-31,410,0,0,19 days,0.0,0.0,19
SAN BERNARDINO,BRIDGE 2,2017-07-14,2017-07-18,460,0,0,5 days,0.0,0.0,5
MENDOCINO,GRADE,2017-07-16,2017-07-18,900,0,0,3 days,1.0,0.0,3
MARIPOSA,DETWILER,2017-07-16,2017-08-31,"81,826",0,0,47 days,134.0,21.0,47
FRESNO,PARK,2017-07-17,2017-07-30,"1,649",0,0,14 days,0.0,0.0,14
KERN,HUDSON,2017-07-18,2017-07-18,"1,083",0,0,1 days,0.0,0.0,1
SISKIYOU,MARBLE,2017-07-19,2017-07-28,319,0,0,10 days,0.0,0.0,10
TULARE,ELEPHANT 2,2017-07-20,2017-07-21,416,0,0,2 days,0.0,0.0,2
MODOC,MODOC JULY COMPLEX,2017-07-24,2017-08-13,"83,120",0,0,21 days,0.0,0.0,21
SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,"27,276",0,0,80 days,0.0,0.0,80
WASHOE (NV),R-21,2017-07-26,2017-07-27,589,0,0,2 days,0.0,0.0,2
SACRAMENTO,LATROBE,2017-07-26,2017-07-28,"1,268",0,0,3 days,0.0,0.0,3
TUOLUMNE,JACKSONVILLE,2017-07-29,2017-08-04,675,0,0,7 days,1.0,0.0,7
PLUMAS,MINERVA 5,2017-07-29,2017-08-16,"4,310",0,0,19 days,0.0,0.0,19
TULARE,ROADRUNNER,2017-07-30,2017-07-31,"2,289",0,0,2 days,0.0,0.0,2
KERN,GARDEN,2017-07-30,2017-08-09,450,0,0,11 days,0.0,0.0,11
MONO,GRANT,2017-07-31,2017-08-03,400,0,0,4 days,0.0,0.0,4
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,"5,248",0,0,123 days,0.0,0.0,123
MARIPOSA,EMPIRE,2017-08-01,2017-10-31,"6,370",0,0,92 days,0.0,0.0,92
SAN LUIS OBISPO,RED,2017-08-02,2017-08-03,450,0,0,2 days,0.0,0.0,2
SAN BERNARDINO,BRYANT 2,2017-08-03,2017-08-14,325,0,0,12 days,1.0,0.0,12
MODOC,PARKER 2,2017-08-03,2017-08-14,"7,697",0,0,12 days,1.0,0.0,12
TULARE,INDIAN,2017-08-03,2017-08-29,"2,295",0,0,27 days,0.0,0.0,27
PLUMAS,CHILCOOT,2017-08-06,2017-08-08,"1,021",0,0,3 days,0.0,0.0,3
LASSEN,POSLIN,2017-08-06,2017-08-09,860,0,0,4 days,0.0,0.0,4
MADERA,BUTTE,2017-08-07,2017-08-17,635,0,0,11 days,0.0,0.0,11
DEL NORTE,YOUNG,2017-08-07,2017-10-15,"21,377",0,0,70 days,0.0,0.0,70
TRINITY,RUTH COMPLEX,2017-08-09,2017-08-25,"4,736",0,0,17 days,0.0,0.0,17
KERN,ROSE,2017-08-10,2017-08-10,338,0,0,1 days,0.0,0.0,1
RIVERSIDE,BLAINE,2017-08-13,2017-08-16,"1,500",0,0,4 days,0.0,46.0,4
SISKIYOU,SALMON AUGUST COMPLEX,2017-08-13,2017-10-20,"65,889",0,0,69 days,1.0,0.0,69
MARIPOSA,SOUTH FORK,2017-08-13,2017-11-30,"7,000",0,0,110 days,0.0,0.0,110
RIVERSIDE,MIAS,2017-08-14,2017-08-18,600,0,0,5 days,0.0,0.0,5
JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,"39,716",0,0,109 days,0.0,0.0,109
SISKIYOU,ECLIPSE COMPLEX,2017-08-15,2017-10-10,"78,698",0,0,57 days,0.0,0.0,57
YUBA,BEALE,2017-08-20,2017-08-20,950,0,0,1 days,0.0,0.0,1
MODOC,JONES,2017-08-23,2017-08-27,375,0,0,5 days,0.0,0.0,5
MODOC,BOLES,2017-08-23,2017-09-04,371,0,0,13 days,0.0,0.0,13
LASSEN,MUD,2017-08-29,2017-09-01,"6,042",0,0,4 days,0.0,0.0,4
MONO,SLINKARD,2017-08-29,2017-09-11,"8,925",0,0,14 days,0.0,0.0,14
MADERA,RAILROAD,2017-08-29,2017-09-15,"12,407",1,0,18 days,8.0,1.0,18
TULARE,PIER,2017-08-29,2017-09-24,"36,556",0,0,27 days,2.0,0.0,27
BUTTE,PONDEROSA,2017-08-29,2017-10-28,"4,016",0,0,61 days,55.0,0.0,61
NEVADA,PLEASANT,2017-08-30,2017-09-06,392,0,0,8 days,1.0,1.0,8
WASHOE (NV),R-4,2017-08-30,2017-09-18,"18,618",0,0,20 days,0.0,0.0,20
TRINITY,HELENA,2017-08-30,2017-10-19,"21,449",0,0,51 days,131.0,0.0,51
KERN,CALDWELL,2017-09-01,2017-09-06,"1,319",0,0,6 days,0.0,0.0,6
LOS ANGELES,LA TUNA,2017-09-01,2017-09-08,"7,194",0,0,8 days,5.0,0.0,8
RIVERSIDE,PALMER,2017-09-02,2017-09-09,"3,800",0,0,8 days,0.0,1.0,8
MADERA,PEAK,2017-09-03,2017-09-09,680,0,0,7 days,4.0,0.0,7
MADERA,MISSION,2017-09-03,2017-09-13,"1,037",0,0,11 days,7.0,4.0,11
TUOLUMNE,CREEK,2017-09-03,2017-11-20,"1,749",0,0,79 days,0.0,0.0,79
PLUMAS,EUREKA,2017-09-05,2017-10-31,437,0,0,57 days,0.0,0.0,57
EL DORADO,TABLE,2017-09-08,2017-10-17,426,0,0,40 days,0.0,0.0,40
SHASTA,BERRY,2017-09-12,2017-10-04,900,0,0,23 days,0.0,0.0,23
TRINITY,BUCK,2017-09-12,2017-11-05,"13,434",0,0,55 days,0.0,0.0,55
MADERA,EASTMAN,2017-09-18,2017-09-19,483,0,0,2 days,0.0,0.0,2
TULARE,LION,2017-09-24,2017-11-27,"19,215",0,0,65 days,0.0,0.0,65
ORANGE,CANYON,2017-09-25,2017-10-03,"2,662",0,0,9 days,0.0,7.0,9
SANTA BARBARA,RUCKER,2017-09-29,2017-10-04,444,0,0,6 days,0.0,0.0,6
YUBA,CASCADE (NEU WIND COMPLEX)*,2017-10-08,2017-10-19,"9,989",0,4,12 days,264.0,10.0,12
NEVADA,MCCOURTNEY (NEU WIND COMPLEX),2017-10-08,2017-10-21,76,0,0,14 days,13.0,2.0,14
NEVADA,LOBO (NEU WIND COMPLEX),2017-10-08,2017-10-22,821,0,0,15 days,47.0,2.0,15
MENDOCINO,"REDWOOD VALLEY
(MENDOCINO LAKE COMPLEX)",2017-10-08,2017-10-26,"36,523",0,9,19 days,543.0,41.0,19
NAPA,TUBBS (CENTRAL LNU COMPLEX),2017-10-08,2017-10-31,"36,807",1,21,24 days,0.0,317.0,24
SONOMA,ADOBE (CENTRAL LNU COMPLEX -NUNS),2017-10-08,2017-10-31,"3,700",0,0,24 days,0.0,0.0,24
NAPA,PARTRICK (CENTRAL LNU COMPLEX -NUNS),2017-10-08,2017-10-31,"8,283",0,0,24 days,0.0,0.0,24
BUTTE,CHEROKEE,2017-10-08,2017-11-05,"8,500",0,0,29 days,6.0,1.0,29
MARIN,THIRTY SEVEN,2017-10-09,2017-10-12,"1,660",0,0,4 days,3.0,1.0,4
ORANGE,CANYON 2,2017-10-09,2017-10-17,"9,217",0,0,9 days,25.0,55.0,9
BUTTE,LA PORTE (NEU WIND COMPLEX),2017-10-09,2017-10-20,"6,151",0,0,12 days,74.0,2.0,12
LAKE,"SULPHUR
(MENDOCINO LAKE COMPLEX)",2017-10-09,2017-10-26,"2,207",0,0,18 days,162.0,8.0,18
NAPA,ATLAS (SOUTHERN LNU COMPLEX),2017-10-09,2017-10-28,"51,624",0,6,20 days,783.0,120.0,20
SONOMA,NUNS (CENTRAL LNU COMPLEX),2017-10-09,2017-10-31,"44,573",0,3,23 days,0.0,172.0,23
SONOMA,POCKET 2 (CENTRAL LNU COMPLEX),2017-10-09,2017-10-31,"17,357",0,0,23 days,6.0,2.0,23
SANTA CRUZ,BEAR,2017-10-16,2017-10-29,391,0,0,14 days,6.0,0.0,14
SAN DIEGO,BUFFALO,2017-10-17,2017-10-19,"1,088",0,0,3 days,0.0,0.0,3
RIVERSIDE,WILDOMAR,2017-10-26,2017-11-01,866,0,0,7 days,0.0,0.0,7
MONO,CHRIS,2017-11-13,2017-11-16,370,0,0,4 days,0.0,0.0,4
VENTURA,THOMAS,2017-12-04,2018-01-12,"281,893",1,1,40 days,0.0,274.0,40
LOS ANGELES,RYE,2017-12-05,2017-12-15,"6,049",0,0,11 days,6.0,3.0,11
LOS ANGELES,CREEK,2017-12-05,2017-12-29,"15,619",0,0,25 days,123.0,81.0,25
LOS ANGELES,SKIRBALL,2017-12-06,2017-12-17,422,0,0,12 days,9.0,13.0,12
RIVERSIDE,LIBERTY,2017-12-07,2017-12-09,300,0,0,3 days,3.0,1.0,3
SAN DIEGO,LILAC 5,2017-12-07,2017-12-16,"4,088",0,0,10 days,157.0,64.0,10
INYO,PLEASANT,2018-02-18,2018-02-25,"2,070",0,0,8 days,0.0,0.0,8
INYO,MOFFAT,2018-04-19,2018-04-24,"1,065",0,0,6 days,0.0,0.0,6
MERCED,NEES,2018-05-02,2018-05-02,"1,756",0,0,1 days,0.0,0.0,1
SAN DIEGO,ALPHA,2018-05-04,2018-05-05,300,0,0,2 days,0.0,0.0,2
RIVERSIDE,PATTERSON,2018-05-17,2018-05-18,"1,261",0,0,2 days,0.0,0.0,2
MADERA,CANAL,2018-05-19,2018-05-20,300,0,0,2 days,0.0,0.0,2
MADERA,O'NEALS,2018-06-04,2018-06-07,300,0,0,4 days,0.0,0.0,4
LOS ANGELES,STONE,2018-06-04,2018-06-08,"1,352",0,0,5 days,0.0,0.0,5
SAN BENITO,AIRLINE 2,2018-06-04,2018-06-12,"1,314",0,0,9 days,0.0,0.0,9
SAN BENITO,EASTERN 2,2018-06-04,2018-06-12,513,0,0,9 days,0.0,0.0,9
TEHAMA,APPLE,2018-06-09,2018-06-12,"2,956",0,0,4 days,9.0,3.0,4
GLENN,CHROME,2018-06-09,2018-06-22,"2,290",0,0,14 days,1.0,0.0,14
MADERA,LIONS,2018-06-11,2018-07-14,"12,990",0,0,34 days,0.0,0.0,34
LASSEN,TUMBLEWEED,2018-06-14,2018-06-17,646,0,0,4 days,0.0,0.0,4
MERCED,PLANADA,2018-06-15,2018-06-19,"4,563",0,0,5 days,0.0,0.0,5
SAN LUIS OBISPO,YANKEE,2018-06-20,2018-06-22,"1,500",0,0,3 days,0.0,0.0,3
TEHAMA,LANE,2018-06-23,2018-07-04,"3,392",0,0,12 days,0.0,0.0,12
LAKE,PAWNEE,2018-06-23,2018-07-08,"15,180",0,0,16 days,22.0,6.0,16
SHASTA,PANTHER,2018-06-24,2018-06-26,386,0,0,3 days,0.0,0.0,3
BUTTE,SHIPPEE,2018-06-26,2018-06-27,460,0,0,2 days,0.0,0.0,2
LASSEN,HYATT,2018-06-27,2018-06-29,383,0,0,3 days,4.0,0.0,3
SAN JOAQUIN,WAVERLY,2018-06-29,2018-07-12,"11,789",0,0,14 days,1.0,0.0,14
YOLO,COUNTY,2018-06-30,2018-07-14,"90,000",0,0,15 days,29.0,4.0,15
EL DORADO,SHINGLE,2018-07-04,2018-07-05,316,0,0,2 days,0.0,0.0,2
SISKIYOU,KLAMATHON,2018-07-05,2018-07-21,"38,008",0,1,17 days,83.0,12.0,17
AMADOR,IRISH,2018-07-06,2018-07-09,825,0,0,4 days,1.0,1.0,4
SAN DIEGO,PENDLETON COMPLEX,2018-07-06,2018-07-10,"1,520",0,0,5 days,0.0,0.0,5
SAN DIEGO,WEST,2018-07-06,2018-07-10,505,0,0,5 days,48.0,14.0,5
SAN BERNARDINO,VALLEY,2018-07-06,2018-07-12,"1,350",0,0,7 days,0.0,0.0,7
ALAMEDA,GRANT,2018-07-08,2018-07-09,480,0,0,2 days,1.0,0.0,2
INYO,GEORGES,2018-07-08,2018-07-23,"2,941",0,0,16 days,0.0,0.0,16
BUTTE,STONEY,2018-07-12,2018-07-20,"1,000",0,0,9 days,0.0,0.0,9
MODOC,EAGLE,2018-07-13,2018-07-20,"2,100",0,0,8 days,0.0,0.0,8
MARIPOSA,FERGUSON,2018-07-13,2018-08-22,"96,901",2,0,41 days,11.0,0.0,41
YOLO,EIGHTY EIGHT,2018-07-18,2018-07-21,822,0,0,4 days,0.0,0.0,4
SANTA CLARA,COUNTRY,2018-07-22,2018-07-24,320,0,0,3 days,0.0,0.0,3
SHASTA,CARR,2018-07-23,2018-09-01,"229,651",3,4,41 days,0.0,279.0,41
RIVERSIDE,CRANSTON,2018-07-25,2018-08-09,"13,139",0,0,16 days,12.0,5.0,16
SAN DIEGO,PASQUAL,2018-07-27,2018-07-31,365,0,0,5 days,0.0,0.0,5
LASSEN,WHALEBACK,2018-07-27,2018-08-06,"18,703",0,0,11 days,0.0,0.0,11
COLUSA,"RANCH - MENDOCINO
COMPLEX",2018-07-27,2018-08-17,"410,203",1,0,22 days,246.0,27.0,22
COLUSA,"RIVER - MENDOCINO
COMPLEX",2018-07-27,2018-09-27,"48,920",0,0,63 days,35.0,11.0,63
SUTTER,BUTTE,2018-07-31,2018-08-02,"1,000",0,0,3 days,0.0,0.0,3
MONO,OWENS,2018-07-31,2018-08-05,338,0,0,6 days,0.0,0.0,6
MONO,HOTCREEK,2018-07-31,2018-08-05,419,0,0,6 days,0.0,0.0,6
MENDOCINO,EEL,2018-07-31,2018-08-08,972,0,0,9 days,10.0,0.0,9
PLACER,SUNSET,2018-08-01,2018-08-03,695,0,0,3 days,0.0,0.0,3
TUOLUMNE,DONNELL,2018-08-01,2018-10-31,"36,450",0,0,92 days,135.0,0.0,92
KERN,TARINA,2018-08-03,2018-08-05,"3,516",0,0,3 days,0.0,0.0,3
MONTEREY,TURKEY,2018-08-06,2018-08-07,"2,225",0,0,2 days,0.0,0.0,2
ORANGE,HOLY,2018-08-06,2018-09-14,"23,025",0,0,40 days,24.0,18.0,40
SHASTA,HAT,2018-08-09,2018-08-23,"1,900",0,0,15 days,0.0,0.0,15
SHASTA,HIRZ,2018-08-09,2018-09-12,"46,051",0,0,35 days,0.0,0.0,35
SOLANO,NELSON,2018-08-10,2018-08-14,"2,162",0,0,5 days,1.0,1.0,5
MONTEREY,GULCH,2018-08-11,2018-08-11,700,0,0,1 days,0.0,0.0,1
TULARE,RIVER 7,2018-08-15,2018-08-19,496,0,0,5 days,0.0,0.0,5
MODOC,STONE,2018-08-15,2018-09-01,"39,387",0,0,18 days,2.0,0.0,18
HUMBOLDT,MILL CREEK 1,2018-08-16,2018-08-30,"3,674",0,0,15 days,0.0,0.0,15
KERN,CALL,2018-08-18,2018-08-21,367,0,0,4 days,0.0,0.0,4
SAN LUIS OBISPO,FRONT,2018-08-19,2018-08-29,"1,014",0,0,11 days,0.0,0.0,11
PLACER,NORTH,2018-09-03,2018-09-16,"1,120",0,0,14 days,0.0,0.0,14
TRINITY,KERLIN,2018-09-04,2018-09-17,"1,751",0,0,14 days,5.0,0.0,14
SHASTA,DELTA,2018-09-05,2018-10-11,"63,311",0,0,37 days,42.0,4.0,37
TUOLUMNE,TULLOCH,2018-09-08,2018-09-10,573,0,0,3 days,0.0,0.0,3
NAPA,SNELL,2018-09-08,2018-09-15,"2,490",0,0,8 days,0.0,0.0,8
MONTEREY,METZ,2018-09-13,2018-09-15,411,0,0,3 days,0.0,0.0,3
MADERA,OAK,2018-09-22,2018-09-29,360,0,0,8 days,0.0,0.0,8
LOS ANGELES,CHARLIE,2018-09-22,2018-09-30,"3,380",0,0,9 days,0.0,0.0,9
MONTEREY,NACIMIENTO,2018-10-02,2018-10-03,450,0,0,2 days,0.0,0.0,2
TULARE,ALDER,2018-10-04,2018-12-22,"4,654",0,0,80 days,0.0,0.0,80
TEHAMA,SUN,2018-10-07,2018-10-07,"3,889",0,0,1 days,0.0,0.0,1
SOLANO,BRANSCOMBE,2018-10-07,2018-10-08,"4,500",0,0,2 days,2.0,0.0,2
TULARE,MOUNTAINEER,2018-10-13,2018-12-22,"1,270",0,0,71 days,0.0,0.0,71
BUTTE,JUNES,2018-10-30,2018-11-12,550,0,0,14 days,0.0,0.0,14
VENTURA,HILL,2018-11-08,2018-11-16,"4,381",0,0,9 days,4.0,2.0,9
VENTURA,WOOLSEY,2018-11-08,2018-11-22,"96,949",0,3,15 days,0.0,364.0,15
BUTTE,CAMP,2018-11-08,2018-12-20,"153,336",0,85,43 days,0.0,754.0,43
RIVERSIDE,LINCOLN,2019-03-15,2019-03-20,560,0,0,6 days,0.0,0.0,6
KERN,REFUGE,2019-05-07,2019-05-08,"2,500",0,0,2 days,0.0,0.0,2
TUOLUMNE,ROSASCO,2019-05-23,2019-09-11,731,0,0,112 days,0.0,0.0,112
SAN LUIS OBISPO,BELMONT,2019-05-29,2019-05-29,835,0,0,1 days,0.0,0.0,1
SAN LUIS OBISPO,BOULDER,2019-06-05,2019-06-05,"1,075",0,0,1 days,0.0,0.0,1
STANISLAUS,STUHR,2019-06-07,2019-06-07,581,0,0,1 days,0.0,0.0,1
SUTTER,WEST BUTTE,2019-06-08,2019-06-09,"1,300",0,0,2 days,7.0,0.0,2
COLUSA,SAND,2019-06-08,2020-06-15,"2,220",0,0,374 days,4.0,0.0,374
TULARE,JORDAN,2019-06-09,2019-07-01,591,0,0,23 days,0.0,0.0,23
SAN LUIS OBISPO,MCMILLAN,2019-06-12,2019-06-13,"1,763",0,0,2 days,0.0,0.0,2
TRINITY,EAST,2019-06-17,2019-07-18,410,0,0,32 days,0.0,0.0,32
RIVERSIDE,JERRY,2019-06-21,2019-06-21,500,0,0,1 days,0.0,0.0,1
MONTEREY,LONOAK,2019-06-25,2019-06-26,"2,546",0,0,2 days,0.0,0.0,2
STANISLAUS,ROCK,2019-06-25,2019-06-27,"2,420",0,0,3 days,0.0,0.0,3
SAN LUIS OBISPO,GILLIS,2019-07-08,2019-07-09,"1,010",0,0,2 days,1.0,1.0,2
TULARE,COW,2019-07-25,2019-10-11,"2,025",0,0,79 days,0.0,0.0,79
MONO,SPRINGS,2019-07-26,2019-10-01,"4,840",0,0,68 days,0.0,0.0,68
MODOC,TUCKER,2019-07-28,2019-08-04,"14,150",0,0,8 days,0.0,0.0,8
MONTEREY,LAKE,2019-07-29,2019-08-01,306,0,0,4 days,0.0,0.0,4
MONTEREY,MILL,2019-07-30,2019-08-08,310,0,0,10 days,0.0,0.0,10
SAN DIEGO,CALIENTE,2019-08-01,2019-08-03,448,0,0,3 days,0.0,0.0,3
CONTRA COSTA,MARSH CREEK 3,2019-08-03,2019-08-07,340,0,0,5 days,0.0,0.0,5
LASSEN,W-1 MCDONALD,2019-08-08,2019-08-11,"1,020",0,0,4 days,0.0,0.0,4
