COUNTY_NAME,FIRE_NAME,fire_count
Siskiyou,"CECIL, DANDY, BROWNELL, TITUS, HORNBROOK, BADGER, STATELINE, ETHEL, MEISS, TULE, 3-20, PATRICIA, MILITARY, PICARD_2, OKLAHOMA, BLACK, WHITEPINE, APACHE, GEORGE, ALEX, CREEK, LIME, KIDDER 2, KEMPER, CARIBOU, IRON GATE, INDIAN WELLS, JOYLAND, IRONGATE, PICARD_4, SODA, OAKWOOD, TABLE, JACKSON, FIVEMILE, SISTERS, RIDGE, WALLOW, TAMARACK, MERRILL, ANTELOPE, PETERSBURG, GAZELLE, GARDEN, MEAMBER, PERCH, DENNIS, SCHOOLHOUSE, WILLOW, TROUT, PEAK, JUNIPER, PONY, FOURTH, LOWER, RED 3-1, POINT, RED SALMON COMPLEX, JACK, COMSTOCK, BAILEY, NOYES 1-14, JADE, STEPHENS, CRAGGY, LAKIN, BESWICK, MARBLE, UKONOM, KLAMATHON, KELSEY, COUGAR, FRANK, DORRIS, FAY, BARR, BOLES, BELL, SHASTA, BAR, BOGUS, BILL, ETNA, DAVIS, GREEN, SMOKEY, HART, LIGHTHILL, RANCH, HARDIN, LICHENS, GREENTHIN, HAMBONE, HOLLOW, KILLGORE, DUTCH, SPRING, NATCHEZ, EASY, OMEGA, BURNEY, DEER ONE, HARRINGTON, TIMS, PICARD_1, OAK, PRARIE, PANTHER, STEAMBOAT, NORTH, PLEASANT, KLAMATH, CHALK, FRYING PAN, RY, CALLAHAN, EVERGREEN, CAREY, HILT, GUYS, YORK, LITTLE MARBLE, MOFFETT, FOX, SCARFACE, LITTLE DEER, DEVIL, OBERLIN, HIGH, RAILROAD, AGER, THOMPSON, WEED, WHITES, GOULD, EDGEWOOD, KANGAROO, ELIZA, GOFF, LUMGREY, ENGLISH, COPCO, GRADE, ONION, HIDDEN, MEADOW, TOWNSEND, ELK, WILDERNESS, REFUGE, MONTAGUE, SYLVA, CHERRY, SUTCLIFFE, ANTHONY MILNE, TENNANT, MINER, PICARD_5, PARK, ISLAND, COYOTE, MCCASH, RIVER COMPLEX, YELLOW, COVE, OREGON GULCH, LEEF, BEAR, SHACKLEFORD, BRADLEY, EMPIRE, ORR, GRIZZLY, SHELL, ROCKY, ABNEY, APSUUN, WATER, CRAPO, MILL, MCKINNEY, WHISKEY, SIMS, LOUIE, MOTT, DESAVADO, PATTERSON, MARTIN, SCOTT, CLAIRE, PICARD_3, PIONEER, RIVER, LIBERTY, FRANKLIN, CRAM, SHALE, SLATER, LITTLE BUCK, COTTONWOOD, MUSTANG, SALMON COMPLEX, REDROCK, JAKE, MACDOEL, WHITLOW, YETI, DEEP, LAVA, HORSE, HARRIS, BEAVER, HOWARDS, LICK, KUCK, HAMLIN, SAND FLAT, WEST, HILL, ORDWAY, KNOX, OWENS, JACKASS, AIRPORT, HEADWATER, COMMUNITY, BUTLER, 97, SHULMEYER, SLINKARD, LOG, REDSPOT, JENNY 2-3, HELLO, HAWKINSVILLE, BLUE, NOMANS, RED, HOVEY, SLOUGH, AUBREY, MODOC, CALDWELL, EASTMAN, MCADAMS, DILLON, TREE, GAP, HAYPRESS, GRENADA, REYNOLDS, MOUNTAIN, DARK, GULCH, MARY, THREE, DUZEL, LITTLE SODA, CEDAR, CANTERA",322
Solano,"SEARS, SHADY, TOLL, TWIN, QUAIL, BEACON, WRAGG, TIMM, PLEASANTS, GIBSON, PARISH, ACACIA, OAK 2, ATLAS, NORMAN, DIGGER/QUAIL, ROCKVILLE, ESTATE, LOPEZ, WILD, PUTAH, HENNESSEY, NELSON, KIRKLAND, OLIVE, AMERICAN, I-80 LYNCH",28
Sonoma,"MCCABE, BOHAN, SIERRA, GROVE, CEMENT, YOUNG, GEYSERS, DUTCHER, SPRINGS, ALPINE, COLEMAN, MARTINONI, POCKET, WEST, CREEK, FORT, NUNS, KINCADE, NIESTRATH, ROBLAR, TAYLOR, BODEGA, SODA, PRESSLEY, GRANGE, MIDDLE, STONY, URSULINE, WILSON, YELLOW, STAGE, 13-1, PINE, MEYERS, SPRING, CRANE, TAR, GLASS, REDWOOD, MADRONA, PADDOCK, ARROW, OLD, CLOVERDALE, CALPINE, MILL, ANNAPOLIS, CHABLIS, SAWMILL, INDEPENDENCE, 37, LAKEVILLE, LYTTON, MOUNTAIN, WALBRIDGE, MUNIZ, POINT, DREAM, VALLEY, CLOVER, TUBBS",72
Stanislaus,"ORANGE, VALENTE, MUSTANG, BECKWITH, CARTER, WARNERVILLE, COOPERSTOWN, BRIDGE, CA-WSF-22000274 GRAYSON, MILTON_2, CERRITOS, LAKE, ROCK, WAVERLY, MILE, CRABTREE, BULLHEAD, WILLMS, DORSEY, STUHR, FLOTO, RODDEN, MAZE, CASJR STRINGER, CANYON, SCU COMPLEX, KENNEDY, SONORA, MILTON, DIABLO, WILMS, 132, EASTMAN, CLARIBEL, RIVER",42
Sutter,"LOCUST, SUTTER, WEST BUTTE, RIVERBOTTOM, SANKEY, BUTTE, MYRNA, BUTTE_2, BASELINE, RIEGO, LEVEE, SOUTH RIDGE, ISLAND, WEST BUTTE FIRE",16
Tehama,"36, BTU LIGHTNING COMPLEX, AUGUST COMPLEX, TEHAMA, CAMINO, VINEGAR, FORK, GORGE, MCFARLAND, BLACK, NORTH PASS, ZOGG, SODA, RIDGE, ANTELOPE, LINKS, BOLLA, NOBLE, COLYEAR, POINT, STOLL, BEEGUM, DEER, DALE, BAKER, SOUTH, DAIRY, RANCHO, RANCH, SALE, LANE, HOAG 2, SPRING, DIXIE, PASKENTA, BUTTE, APPLE, OAK, PANTHER, FORWARD, SUN, 2-30, TEDOC, SYD, WINDY, CREEKSIDE, DUNFIELD, RED BANK, SIESTA, BUCK, ONION, SMITH, 2-26, SLIDES, LARIAT, HARVEY, PONDEROSA, TRUCKEE, GRAHAM, WILSON, TULARE, YELLOW, MILL, ADAMS, WHISKEY, BOSWELL, CUB, RAINBOW, CAMPBELL, IRON, STUMP, JELLY, OAKRIDGE, CANNON, RED, HOG, THOMES, FLORES, VALLEY, RAWSON, DIAMOND",93
Trinity,"RASPBERRY, JAKES, AUGUST COMPLEX, CAPTAIN, PATTISON, VINEGAR, FORK, PELLETREAU, KERLIN, MCFARLAND, DEMOCRAT, HITCHCOCK, LONG, CREEK, LIME, VAN HORN, CARIBOU, CHINA, HELL'S HALF, FUELS, MIDDLE, GRANITE, LOOK, CANYON, 5-9, TEXAS, LOWER FIRE, DUTCHMAN, GARDEN, DOG, NIELSON, DEERLICK FIRE, WILD, FLAT, EAST, PEAK, BONANZA, TRAVIS, LOWER, RED SALMON COMPLEX, DENNY, CORRAL, BOULDER, BULLY, STUARTS, TRINITY, DEER, CAMP, LOST CREEK, PROSPECT, SOUTH FORK, RAIL, HALSEY, CASOOSE CREEK, CLARK, BAR, RAMSHORN, BURNT, RIVERS, GILEAD, HAYNES, SPRING, LASSIC, BLUFORD 1-55, GRASSY CREEK, PANTHER, EAGLE, DEADSHOT FIRE, CASTLE, H. RANCH, TRAVIS 3, CAREY, BIG FOOT, YORK, SANDY, BULL, RAYS, CUTTHROAT, ZIEGLER, OREGON, CARR, HALF, GROVES, BUCK, LOMA, GRAPE, MEADOW, HIDDEN, DAILEY, RUTH, MILLER, DELTA, BLAKE, CASTLE 1, JONES, MOON, OLSEN, ISLAND, HAPPY, RIVER COMPLEX, YELLOW, PINE, SWIFT, TELEPHONE, GRIZZLY, LASSICS, DYER, SHIELL, SADDLE, BARNEY, VAN DUZEN, MILL, TANGLE, LITTLE, FISHER, SECRET, MADDOX LAKE #3, ROAD, PICKETT, STAFFORD, BROWN, MAXWELL, COFFEE, TRAVIS 1, BUCKHORN, DEEP #1, HENTHORNE, PANTHER BASIN, MONUMENT, WILLIE, HOBO, DEDRICK, WEST, WATERSPOUT #1, CAMPBELL, IRONSIDE, IRON, INDIAN VALLEY, GOBBLER, LT-17(BACKBONE), HYAMPOM, MINERS, BEAR WALLOW, JOHNSON, TROUGH #1, REDSPOT, BIERCE, HELENA, BLUE, SLIDE, BOTTOM, PINE 1-44, STEWART, COFFIN, MOUNTAIN, MARY, GROUSE, SPRINGER, SWIM, CEDAR, RUTH DAM",179
Tulare,"CHURCH, FAIRVEW, YUCCA, SUMMIT, TULE, GEORGE, GOLDEN, CREEK, MAGGIE, FISH CREEK, COW, WILLOW CREEK, ROUGH, SODA, KONDA 2, GRANITE, CANE, MOSES, HORSE CREEK, FOUNTAIN, CREEK_4, ROUND VALLEY 2, STAIRS, WILLOW, TURKEY, RODEO, PEAK, PIER, ROADRUNNER, JACOBSON, POTHOLES, MEHRTEN, FISH, CANAL, CORRAL, MARVIN, WALKERS, SPRINGS, SHOTGUN, TURKEY TRACT, CABIN SEQ, BRODER, SCHAEFFER, JORDAN, SUCCESS 2, CHAGOOPA, WISHON, MUD SPRINGS, CRYSTAL CAVE, INDIAN, KONDA 3, RIVER_7, HOCKETT FIRE, CASTLE, HAWK, LIGHTNING 1, WILLOWS, DENNISON, ANGORA, GIANT, TRACK, BULL, HOGBACK, MORAINE, WINDY, STOKES 2, FORKS, LION, WHITE RIVER, GRADE, TRAIL, HIDDEN, MEADOW, DINELY, ELK, SLATE, TENNESSEE, SLIDES, ALPAUGH 2, ROWELL, QEUDOW, BUZZARD, ALLENSWORTH, TRUBLOOD 2, MARMOT, EDEN, LOST GROVE, THARPS, PIXLEY, BIG FIVE, GREY, CAHOON, ALDER, PIXLEY 2, CHIMNEY, LIGHTNING 3, BLOOM, WIGGELL, COFFEE, RATTLESNAKE, KONDA 4, ESHOM, BALES, HORSE, SKAGWAY FIRE, ROCK, ELEPHANT 2, KERN, LOST, ALPAUGH, CURVE, TRIPLE FIRE, GIBBON, TRUBLOOD 1, STAGE, BALL MOUNTAIN, KNP Complex, MOUNTAINEER, REDWOOD, WOOD, BALD, LIGHTNING 2, NEEDLES, NETTLE, MAIN, POWER, MOUNTAIN, HONEY BEE, GROUSE, CENTER PEAK, CLOVER, CEDAR, ROUND VALLEY 1",149
Tuolumne,"YOSEMITE, NORTH WHIZZ DOME, SNOW PEAK, COTTON, WHITE CASCADE, LUKENS NORTH, EARLY, ARMARIO, BENSON PASS, ZAMORA, CREEK, DOME ROCK, SODA, MIDDLE, TABLE, ABERNATHY, RICHARDSON, WHEATS, RIDGE, MOC, TAMARACK, MYSTERY, MORRISON, SLOPE, UNICORN, JACKSONVILLE, FLAT, WILLOW, HOBART, LUKENS, TULLOCH, JACK, AULIN, ELBOW, SERPENTINE, GAYLOR, PINECREST, JAY, MURPHY, TWIN, BELL, COLDSPRINGS, GRANT, WAPAMA, SMOKEY, 13, FRENCH, BLUEJAY, HOLLOW, OAK FLAT, PATE, VERNON, WILDCAT, WOLFE, RODGERS, BUMMERS, PRESTON, CATHEDRAL, SEVEN, PUNCH, LEMBERT, SOURGRASS, HAZEL, GRUB, COLD, MCSWAIN, GIN, MURPHYS, TWO MILE, SIESTA, FERGUSON, SMITH, STAND BY, GRAHAM, GROUNDHOG, CLAVEY, ACKERSON, FALLS, CRANE, PILOT, EVELYN, DONNELL, WASHINGTON, TWIST, RESERVOIR, LOOKOUT, LYELL, MARSHES, COTTONWOOD, WILDCAT2, LECONTE, WOODS, DEEP, BIG CREEK, PERRICONE, WOLF, KNIGHT, COUNTY LINE, HARDEN, SNOW, ROCK, STONY GULCH, BUMMER, LOST, GIBSON, LA GRANGE, RAMSEY, TILTILL, ELEANOR, LINE, BLUE, RUSHING, BALD, RED, DOUBLE ROCK, ROSASCO, NORTH MTN, SLATE 2, RIM, POTTER, POWER, DOUGLAS, MCCORMICK, OTAY - 3, ASPEN, QUARTER, LAGRANGE, RANCHERIA",149
Ventura,"YOSEMITE, MONTVIEW, GOODENOUGH, FORK, DEER CREEK, CONEJO, HOWARD, GRIMES, APACHE, RANCHO CONEJO, LIME, PERKIN, HUNGRY, PALMA, GRANDE, TORREY, NO NAME, GUIBERSON, FARIA, BROMLEY, CANYON, LIBBEY, ERRINGER, LUNA, COCHRAN, OJAI, VICTORIA, PECK, RUNNER, YELLOW HILL, WOOLSEY, PERKINS, PEAK, BURSON, CAMPUS, EDISON, ROADRUNNER, PACIFIC, CORRAL, VISTA, LA JOLLA, MCWANE, SPRINGS, SHARP, ANA, SAGE, ARROYO, HOLSER, BANNISTER, SOUTH, SOLIMAR, RANCHO, MADERA 2, RANCH, MARIA, PALM, BARDSDALE, CONDOR, OAK FLAT, CENTER, EASY, SCALES, KITTRIDGE, POTRERO 2, CRESTVIEW, PEKING, FAIRVIEW, CAMARILLO SPRINGS, DUNES, VINTAGE, TINTA, CORONADO, SHERWOOD, LYNN, GRIDLEY, VIRGINIA, BRIGGS, OLIVAS, GRADE, LOMA, HIDDEN, VALLEY FIRE, RYE, POTRERO, HAPPY CAMP, SNAIL, TELEGRAPH, SCHOOL
SCHOOL, MOON, HOWARD 2, OLSEN, MADERA, BROOK, COYOTE, THOMAS, YELLOWJACKET, PINE, DITCH, KUEHNER, SULPHUR, SHELL, ROCKY, HAMPSHIRE, TAPO, COAST, ADAMS, BALDWIN, WHEELER, DOUGH, SESNON, STEARNS, BROOKS, WESTWOOD, BALCOM, RIVER, SANCTUARY, CAMBRIDGE, STAFFORD, MOORPARK, CHAMBERS, UNNAMED, ERBES, COUNTRY, TOLAND, LEMON, ROLLING, BRISTOL, CANADA, CHORRO, OCEAN, OZENA, SURF, HILL, CAMARILLO, LOCKWOOD, ELIZABETH, LAURIE, ROBLAR, SOUTH MOUNTAIN, PRINCETON, GRAND, MOUNT SINAI, MEDIO, JOHNSON, FOOTHILL, CASITAS, LEWIS, BEACH, KNOLL, BLUE, COLLINS, CONEJO GRADE 1, KUEHNER 2, WENDY, HARBOR, RED, RUSTIC, MAIN, TREE, SUNSET, SKYLINE, HOPPER, LARGO, ALIZIA",221
Yolo,"MONTICELLO, JERUSALEM, FOREST, DUNNIGAN, ESPARTO, SALT, HEATHER, EIGHTY EIGHT, 85, CREEK, WRAGG, MADISON, COUNTY, CREEK WEST, MOODY, WINTER, COUNTY ROAD 2, 31, ROCKY, RUMSEY, PUTAH, SIXTEEN COMPLEX, HENNESSEY, CACHE, LAMB, COLD, SAND",30
Yuba,"FAR, RICES, WALDO, PLANTZ, BULLARDS, HAMMONTON, KRISTA, BAYBERRY, GOLDEN, BEALE, BROADWAY, THORNTREE, BROADWAY NORTH COMPLEX, WALDO2, BRANDIE, COUNTY, WINDING, MELANESE, LEVEE, FOUNTAIN, RANGE, GARDEN, COLUMBIA, WILLOW, GOLD, JOINES, COOK, TWENTY, RIFLE, SMARTVILLE, BAKER, FRENCHTOWN, NISEMAN, QUAIL, BAR, DANTONI, RANCHO, DOBBINS INCIDENT, MORRISON INCIDENT, SPRING, FRANCIS, BEALE2, APPLE, WILLOWS, SIMPSON, CASCADE, JASPER, IOWA, BROPHY, INTANKO, SPENCEVILLE, LOMA, ISLAND, STAR BEND, KIBBIE, DOOLITTLE, LOMA FIRE, RAMIREZ, SCOTT, MYRNA, RIVER, WALKER, GRAND INCIDENT, CHUCK, SMARTSVILLE, GLEN, MONUMENT, FINLEY, BEALE ESCAPE, HILL, YUBA, BULLARDS INCIDENT, YEAGER INCIDENT, MCGANNEY, COLLINS, SPENCE, FORBESTOWN, FIELDS, GRASS VALLEY, REEDY, 22ND, PAVE PAWS, DOUGLAS, VALLEY",112
