Year,County,Acres,Strux_Destr,Strux_Dmgd,Deaths_FF,Deaths_Civil,Duration,Unique_Fire_Days,Total_Fires,Tot_Damage
2016,Placer,5645.0,0.0,0.0,0.0,0.0,48 days,48.0,1.0,242200.0
2016,Plumas,,,,,,,,,0.0
2016,Riverside,1470.0,1.0,0.0,0.0,0.0,7 days,7.0,1.0,3620.0
2016,Riverside,1470.0,1.0,0.0,0.0,0.0,7 days,7.0,1.0,3620.0
2016,Sacramento,372.0,0.0,0.0,0.0,0.0,3 days,3.0,1.0,21201.0
2016,San Benito,,,,,,,,,29602.0
2016,San Bernardino,44384.0,321.0,8.0,0.0,0.0,10 days24 days,33.0,2.0,629595.0
2016,San Bernardino,44384.0,321.0,8.0,0.0,0.0,10 days24 days,33.0,2.0,629245.0
2016,San Diego,8854.0,16.0,3.0,0.0,2.0,13 days7 days,20.0,2.0,4286760.0
2016,San Diego,8854.0,16.0,3.0,0.0,2.0,13 days7 days,20.0,2.0,4286760.0
2016,San Francisco,,,,,,,,,0.0
2016,San Joaquin,,,,,,,,,1936.0
2016,San Luis Obispo,51950.0,70.0,8.0,0.0,0.0,3 days3 days26 days,32.0,3.0,12215711.0
2016,San Luis Obispo,51950.0,70.0,8.0,0.0,0.0,3 days3 days26 days,32.0,3.0,12215711.0
2016,San Mateo,,,,,,,,,20200.0
2016,Santa Barbara,52822.0,10.0,0.0,1.0,0.0,9 days29 days8 days,46.0,3.0,
2016,Santa Clara,4474.0,28.0,1.0,0.0,0.0,44 days,44.0,1.0,321468.0
2016,Santa Clara,4474.0,28.0,1.0,0.0,0.0,44 days,44.0,1.0,275222.0
2016,Santa Cruz,,,,,,,,,8603.0
2016,Shasta,303.0,1.0,1.0,0.0,0.0,2 days,2.0,1.0,215711.0
2016,Sierra,,,,,,,,,0.0
2016,Siskiyou,37437.0,24.0,1.0,0.0,0.0,118 days18 days21 days,118.0,3.0,295712.0
2016,Siskiyou,37437.0,24.0,1.0,0.0,0.0,118 days18 days21 days,118.0,3.0,295712.0
2016,Solano,,,,,,,,,3103.0
2016,Sonoma,1547.0,0.0,0.0,0.0,0.0,7 days,7.0,1.0,665106.0
2016,Stanislaus,,,,,,,,,8550.0
2016,Sutter,,,,,,,,,0.0
2016,Tehama,785.0,0.0,0.0,0.0,0.0,7 days1 days,8.0,2.0,434250.0
2016,Trinity,,,,,,,,,0.0
2016,Tulare,12696.0,0.0,0.0,0.0,0.0,7 days1 days33 days13 days25 days22 days,59.0,6.0,8664.0
2016,Tulare,12696.0,0.0,0.0,0.0,0.0,7 days1 days33 days13 days25 days22 days,59.0,6.0,8664.0
2016,Tuolumne,1080.0,0.0,0.0,0.0,0.0,9 days,9.0,1.0,40363.0
2016,Ventura,2304.0,0.0,0.0,0.0,0.0,18 days,18.0,1.0,
2016,Yolo,5731.0,2.0,0.0,0.0,0.0,11 days,11.0,1.0,5001900.0
2016,Yuba,389.0,0.0,0.0,0.0,0.0,2 days,2.0,1.0,197020.0
2017,Alameda,,,,,,,,,14101.0
2017,Alpine,,,,,,,,,0.0
2017,Amador,,,,,,,,,11957.0
2017,Butte,24700.0,226.0,13.0,0.0,0.0,28 days61 days29 days12 days,97.0,4.0,11448706.0
2017,Butte,24700.0,226.0,13.0,0.0,0.0,28 days61 days29 days12 days,97.0,4.0,11448706.0
2017,Calaveras,,,,,,,,,240963.0
2017,Colusa,,,,,,,,,0.0
2017,Contra Costa,,,,,,,,,8028.0
2017,Del Norte,21377.0,0.0,0.0,0.0,0.0,70 days,70.0,1.0,13002.0
2017,El Dorado,426.0,0.0,0.0,0.0,0.0,40 days,40.0,1.0,2366816.0
2017,Fresno,19300.0,4.0,0.0,0.0,0.0,2 days1 days4 days1 days5 days4 days14 days,31.0,7.0,415700.0
2017,Glenn,,,,,,,,,0.0
2017,Humboldt,,,,,,,,,14771.0
2017,Imperial,,,,,,,,,0.0
2017,Inyo,,,,,,,,,5000.0
2017,Jackson (OR),39716.0,0.0,0.0,0.0,0.0,109 days,109.0,1.0,
2017,Kern,8044.0,0.0,0.0,0.0,0.0,3 days5 days2 days1 days1 days11 days1 days6 days,30.0,8.0,
2017,Kings,48660.0,1.0,0.0,0.0,0.0,17 days,17.0,1.0,0.0
2017,Lake,2207.0,162.0,8.0,0.0,0.0,18 days,18.0,1.0,35412565.0
2017,Lassen,90635.0,8.0,3.0,0.0,0.0,15 days4 days4 days,23.0,3.0,2655.0
2017,Los Angeles,30894.0,144.0,100.0,0.0,0.0,7 days4 days8 days11 days25 days12 days,44.0,6.0,
2017,Madera,16659.0,19.0,5.0,1.0,0.0,4 days11 days18 days7 days11 days2 days,35.0,6.0,2864170.0
2017,Marin,1660.0,3.0,1.0,0.0,0.0,4 days,4.0,1.0,
2017,Mariposa,95754.0,134.0,21.0,0.0,0.0,9 days47 days92 days110 days,147.0,4.0,40242411.0
2017,Mendocino,37423.0,544.0,41.0,0.0,9.0,3 days19 days,22.0,2.0,308664.0
2017,Mendocino,37423.0,544.0,41.0,0.0,9.0,3 days19 days,22.0,2.0,308664.0
2017,Merced,1733.0,0.0,0.0,0.0,0.0,2 days,2.0,1.0,23200.0
2017,Modoc,93014.0,1.0,0.0,0.0,0.0,1 days4 days19 days21 days12 days5 days13 days,51.0,7.0,109236.0
2017,Mono,9695.0,0.0,0.0,0.0,0.0,4 days14 days4 days,22.0,3.0,0.0
2017,Monterey,3788.0,0.0,1.0,0.0,0.0,8 days1 days,9.0,2.0,555677.0
2017,Napa,96714.0,783.0,437.0,1.0,27.0,24 days24 days20 days,24.0,3.0,4000886621.0
2017,Nevada,2036.0,61.0,5.0,0.0,0.0,7 days8 days14 days15 days,30.0,4.0,4000063130.0
2017,Orange,11879.0,25.0,62.0,0.0,0.0,9 days9 days,18.0,2.0,
2017,Placer,,,,,,,,,2332232.0
2017,Plumas,5768.0,0.0,0.0,0.0,0.0,19 days3 days57 days,76.0,3.0,306.0
2017,Riverside,14725.0,3.0,48.0,0.0,0.0,3 days5 days4 days5 days8 days7 days3 days,32.0,7.0,315015.0
2017,Riverside,14725.0,3.0,48.0,0.0,0.0,3 days5 days4 days5 days8 days7 days3 days,32.0,7.0,315015.0
2017,Sacramento,1268.0,0.0,0.0,0.0,0.0,3 days,3.0,1.0,150.0
2017,San Benito,,,,,,,,,53300.0
2017,San Bernardino,2958.0,1.0,0.0,0.0,0.0,9 days5 days5 days12 days,28.0,4.0,33361.0
2017,San Bernardino,2958.0,1.0,0.0,0.0,0.0,9 days5 days5 days12 days,28.0,4.0,28361.0
2017,San Diego,8879.0,157.0,64.0,0.0,0.0,4 days3 days4 days4 days3 days10 days,25.0,6.0,18054.0
2017,San Diego,8879.0,157.0,64.0,0.0,0.0,4 days3 days4 days4 days3 days10 days,25.0,6.0,18054.0
2017,San Francisco,,,,,,,,,0.0
2017,San Joaquin,,,,,,,,,26219.0
2017,San Luis Obispo,31103.0,24.0,1.0,0.0,0.0,3 days13 days3 days2 days,18.0,4.0,3765125.0
2017,San Luis Obispo,31103.0,24.0,1.0,0.0,0.0,3 days13 days3 days2 days,18.0,4.0,3765125.0
2017,San Mateo,,,,,,,,,1900.0
2017,Santa Barbara,18874.0,40.0,7.0,0.0,0.0,90 days6 days,90.0,2.0,
2017,Santa Clara,,,,,,,,,108439.0
2017,Santa Clara,,,,,,,,,73510.0
2017,Santa Cruz,391.0,6.0,0.0,0.0,0.0,14 days,14.0,1.0,1142615.0
2017,Shasta,900.0,0.0,0.0,0.0,0.0,23 days,23.0,1.0,3133700.0
2017,Sierra,,,,,,,,,0.0
2017,Siskiyou,172678.0,2.0,0.0,0.0,0.0,27 days10 days80 days69 days57 days,108.0,5.0,146800.0
2017,Siskiyou,172678.0,2.0,0.0,0.0,0.0,27 days10 days80 days69 days57 days,108.0,5.0,146800.0
2017,Solano,,,,,,,,,1501000.0
2017,Sonoma,65630.0,6.0,174.0,0.0,3.0,24 days23 days23 days,24.0,3.0,2005343853.0
2017,Stanislaus,,,,,,,,,13520.0
2017,Sutter,,,,,,,,,0.0
2017,Tehama,,,,,,,,,498670.0
2017,Trinity,39619.0,131.0,0.0,0.0,0.0,17 days51 days55 days,85.0,3.0,1508.0
2017,Tulare,77141.0,2.0,0.0,0.0,0.0,4 days43 days2 days2 days27 days27 days65 days,161.0,7.0,24105.0
2017,Tulare,77141.0,2.0,0.0,0.0,0.0,4 days43 days2 days2 days27 days27 days65 days,161.0,7.0,24105.0
2017,Tuolumne,7672.0,1.0,0.0,0.0,0.0,7 days123 days79 days,125.0,3.0,587336.0
2017,Washoe (NV),19207.0,0.0,0.0,0.0,0.0,2 days20 days,22.0,2.0,
2017,Yolo,1700.0,0.0,0.0,0.0,0.0,9 days,9.0,1.0,20100000.0
2017,Yuba,10939.0,264.0,10.0,0.0,4.0,1 days12 days,13.0,2.0,2001011250.0
2018,Alameda,480.0,1.0,0.0,0.0,0.0,2 days,2.0,1.0,155477.0
2018,Alpine,,,,,,,,,0.0
2018,Amador,825.0,1.0,1.0,0.0,0.0,4 days,4.0,1.0,1091200.0
2018,Butte,155346.0,0.0,754.0,0.0,85.0,2 days9 days14 days43 days,63.0,4.0,
2018,Calaveras,,,,,,,,,144110.0
2018,Colusa,,,,,,,,,275000.0
2018,Contra Costa,,,,,,,,,2612150.0
2018,Del Norte,,,,,,,,,9500.0
2018,El Dorado,316.0,0.0,0.0,0.0,0.0,2 days,2.0,1.0,1968103.0
2018,Fresno,,,,,,,,,111401.0
2018,Glenn,2290.0,1.0,0.0,0.0,0.0,14 days,14.0,1.0,810500.0
2018,Humboldt,3674.0,0.0,0.0,0.0,0.0,15 days,15.0,1.0,1337883.0
2018,Imperial,,,,,,,,,0.0
