County,Fire Name,Start,Contained,Acres,Deaths_FF,Deaths_Civil,Duration,Strux_Destr,Strux_Dmgd,Year
SIERRA,LOYALTON,2020-08-14,2020-08-30,47029,0,0,17,35,0,2020
SAN LUIS OBISPO,WHALE,2020-08-15,2020-08-18,320,0,0,4,0,0,2020
SAN BERNARDINO,DOME,2020-08-15,2020-08-22,43273,0,0,8,6,0,2020
FRESNO,HILLS,2020-08-15,2020-09-27,2121,1,0,44,0,0,2020
MONO,BEACH,2020-08-16,2020-08-28,3780,0,0,13,0,0,2020
MONTEREY,RIVER,2020-08-16,2020-09-04,48088,0,0,20,30,13,2020
CONTRA COSTA,"SCU LIGHTNING
COMPLEX",2020-08-16,2020-09-15,396625,0,0,31,225,26,2020
SAN MATEO,"CZU AUGUST LIGHTNING
COMPLEX",2020-08-16,2020-09-22,86509,0,1,38,0,140,2020
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,8419,0,0,138,0,0,2020
LASSEN,R-5,2020-08-17,2020-08-19,471,0,0,3,0,0,2020
VENTURA,HOLSER,2020-08-17,2020-08-22,2189,0,0,6,0,0,2020
NEVADA,JONES,2020-08-17,2020-09-06,705,0,0,21,18,3,2020
PLUMAS,SHEEP,2020-08-17,2020-09-09,29570,0,0,24,26,2,2020
BUTTE,"BUTTE TEHAMA GLENN
COMPLEX",2020-08-17,2020-09-16,19609,0,0,31,0,0,2020
NAPA,"LNU LIGHTNING
COMPLEX",2020-08-17,2020-09-22,363220,0,5,37,0,232,2020
TRINITY,"AUGUST COMPLEX WEST
ZONE",2020-08-17,2020-10-15,143181,0,0,60,55,6,2020
TRINITY,AUGUST COMPLEX,2020-08-17,2020-11-15,889467,1,0,91,34,4,2020
PLUMAS,NORTH COMPLEX,2020-08-17,2020-11-30,318935,0,16,106,0,119,2020
CALAVERAS,SALT,2020-08-18,2020-08-24,1783,0,0,7,0,0,2020
MENDOCINO,CREEK,2020-08-18,2020-08-26,820,0,0,9,3,0,2020
MONTEREY,CARMEL,2020-08-18,2020-09-06,6901,0,0,20,73,7,2020
LASSEN,W-5 COLD SPRINGS,2020-08-18,2020-09-13,84817,0,0,27,1,0,2020
MARIN,WOODWARD,2020-08-18,2020-10-01,4929,0,0,45,0,0,2020
MONTEREY,DOLAN,2020-08-18,2020-12-31,124924,0,0,136,19,4,2020
TULARE,SQF COMPLEX,2020-08-19,2021-01-07,175019,0,0,142,232,12,2020
TUOLUMNE,MOC,2020-08-20,2020-08-31,2857,0,0,12,2,1,2020
TULARE,MORAINE,2020-08-21,2020-12-31,1316,0,0,133,0,0,2020
MONO,SLINK,2020-08-29,2020-10-15,26759,0,0,48,2,0,2020
MADERA,HENSLEY #2,2020-08-30,2020-08-30,400,0,0,1,0,0,2020
TRINITY,HOBO,2020-09-01,2020-09-10,413,0,0,10,0,0,2020
FRESNO,CREEK,2020-09-04,2020-12-31,379895,0,0,119,858,71,2020
SAN DIEGO,VALLEY,2020-09-05,2020-09-24,16390,0,0,20,64,11,2020
SAN BERNARDINO,EL DORADO,2020-09-05,2020-11-16,22744,1,0,73,14,2,2020
LOS ANGELES,BOBCAT,2020-09-06,2020-11-30,115997,0,0,86,169,47,2020
MENDOCINO,OAK,2020-09-07,2020-09-25,1100,0,0,19,56,1,2020
EL DORADO,FORK,2020-09-08,2020-11-08,1673,0,0,62,0,0,2020
SISKIYOU,SLATER,2020-09-08,2020-11-15,157270,0,2,69,353,24,2020
FRESNO,BULLFROG,2020-09-08,2020-11-15,1185,0,0,69,0,0,2020
YUBA,WILLOW,2020-09-09,2020-09-09,1311,0,0,1,11,5,2020
SISKIYOU,DEVIL,2020-09-09,2020-11-07,8857,0,0,60,0,0,2020
SISKIYOU,FOX,2020-09-14,2020-09-30,2188,0,0,17,0,0,2020
RIVERSIDE,SNOW,2020-09-17,2020-09-24,6254,0,0,8,0,0,2020
SHASTA,ZOGG,2020-09-27,2020-10-14,56338,0,4,18,204,27,2020
NAPA,GLASS,2020-09-27,2020-10-20,67484,0,0,24,0,282,2020
RIVERSIDE,CANDY,2020-09-29,2020-09-30,454,0,0,2,0,0,2020
MONTEREY,COLEMAN,2020-10-18,2020-11-15,574,0,0,29,0,0,2020
ORANGE,SILVERADO,2020-10-26,2020-11-07,12466,0,0,13,5,11,2020
ORANGE,BLUE RIDGE,2020-10-26,2020-11-07,13694,0,0,13,1,12,2020
LASSEN,LAURA 2,2020-11-17,2020-11-23,2800,0,0,7,42,7,2020
MONO,MOUNTAIN VIEW,2020-11-17,2020-11-30,20385,0,1,14,97,0,2020
RIVERSIDE,AIRPORT,2020-12-01,2020-12-17,1087,0,0,17,0,0,2020
ORANGE,BOND,2020-12-02,2020-12-11,6686,0,0,10,31,21,2020
RIVERSIDE,SANDERSON,2020-12-13,2020-12-13,1954,0,0,1,0,0,2020
SAN DIEGO,CREEK 5,2020-12-23,2020-12-28,4276,0,0,6,0,0,2020
RIVERSIDE,BONITA,2021-01-15,2021-01-30,681,0,0,16,0,0,2021
KERN,WOLF,2021-01-19,2021-01-20,865,0,0,2,0,0,2021
TUOLUMNE,ABERNATHY,2021-01-19,2021-01-23,374,0,0,5,0,0,2021
SISKIYOU,REFUGE,2021-03-27,2021-03-28,873,0,0,2,0,0,2021
LOS ANGELES,NORTH,2021-04-28,2021-05-02,650,0,0,5,0,0,2021
KERN,OWENS,2021-05-01,2021-05-06,1512,0,0,6,0,0,2021
SAN DIEGO,SOUTHERN,2021-05-01,2021-05-07,5366,0,0,7,3,0,2021
BUTTE,GUNNISON,2021-05-08,2021-05-08,550,0,0,1,2,1,2021
LOS ANGELES,PINE,2021-05-12,2021-05-15,442,0,0,4,5,1,2021
LOS ANGELES,PALISADES,2021-05-14,2021-05-26,1202,0,0,13,0,0,2021
RIVERSIDE,DAVIS,2021-05-18,2021-05-18,300,0,0,1,0,0,2021
LOS ANGELES,WEEVILL,2021-05-20,2021-05-22,300,0,0,3,0,0,2021
STANISLAUS,MILE,2021-05-27,2021-05-28,508,0,0,2,0,0,2021
MONTEREY,SARGENTS,2021-05-30,2021-06-02,1118,0,0,4,0,0,2021
YUBA,INTANKO,2021-06-08,2021-06-16,939,0,0,9,2,0,2021
SAN DIEGO,SIERRA,2021-06-09,2021-06-11,1000,0,0,3,0,0,2021
RIVERSIDE,FLATS,2021-06-13,2021-06-20,341,0,0,8,3,1,2021
BUTTE,PARK,2021-06-17,2021-06-19,402,0,0,3,0,0,2021
SAN BERNARDINO,MOJAVE,2021-06-17,2021-06-25,2490,0,0,9,0,0,2021
MONTEREY,WILLOW,2021-06-17,2021-07-11,2877,0,0,25,0,0,2021
INYO,ALABAMA,2021-06-18,2021-06-23,560,0,0,6,0,0,2021
TULARE,NETTLE,2021-06-18,2021-07-01,1265,0,0,14,0,0,2021
SAN DIEGO,OVERLAND,2021-06-19,2021-06-23,515,0,0,5,0,0,2021
INYO,INYO CREEK,2021-06-19,2021-07-06,592,0,0,18,0,0,2021
SHASTA,COW,2021-06-20,2021-06-26,761,0,0,7,2,0,2021
SAN DIEGO,MESA,2021-06-23,2021-06-30,350,0,0,8,0,0,2021
SISKIYOU,LAVA,2021-06-24,2021-09-01,26409,0,0,70,23,2,2021
ALPINE,HENRY,2021-06-25,2021-08-27,1320,0,0,64,0,0,2021
KERN,SHELL,2021-06-27,2021-07-01,1984,0,0,5,0,0,2021
SISKIYOU,TENNANT,2021-06-28,2021-07-31,10580,0,0,34,9,1,2021
SHASTA,SALT,2021-06-30,2021-07-19,12660,0,0,20,43,4,2021
TUOLUMNE,LUKENS,2021-07-01,2021-08-15,867,0,0,46,0,0,2021
TULARE,MAIN,2021-07-03,2021-07-04,384,0,0,2,0,0,2021
PLUMAS,"BECKWOURTH
COMPLEX",2021-07-03,2021-10-01,105670,0,0,91,148,23,2021
LOS ANGELES,TUMBLEWEED,2021-07-04,2021-07-09,868,0,0,6,0,0,2021
ALPINE,TAMARACK,2021-07-04,2021-10-15,68637,0,0,104,15,2,2021
MODOC,JUNIPER,2021-07-05,2021-07-10,1011,0,0,6,0,0,2021
SISKIYOU,BRADLEY,2021-07-11,2021-07-17,357,0,0,7,0,0,2021
MARIPOSA,RIVER,2021-07-11,2021-07-21,9656,0,0,11,12,2,2021
MONO,DEXTER,2021-07-12,2021-07-28,2965,0,0,17,0,0,2021
PLUMAS,DIXIE,2021-07-13,2021-10-26,963309,0,0,106,0,94,2021
KERN,PEAK,2021-07-20,2021-08-03,2098,0,0,15,1,1,2021
SHASTA,MCFARLAND,2021-07-29,2021-09-09,122653,0,0,43,46,1,2021
TRINITY,MONUMENT,2021-07-30,2021-11-01,223124,0,0,95,28,2,2021
SISKIYOU,RIVER COMPLEX,2021-07-30,2021-11-01,199359,0,0,95,122,2,2021
LOS ANGELES,HUNGRY,2021-07-31,2021-08-02,364,0,0,3,0,0,2021
TUOLUMNE,TILTILL,2021-07-31,2021-10-22,2350,0,0,84,0,0,2021
SISKIYOU,MCCASH,2021-07-31,2021-10-31,94962,0,0,93,0,0,2021
SISKIYOU,ANTELOPE,2021-08-01,2021-10-13,145632,0,0,74,20,4,2021
PLACER,RIVER,2021-08-04,2021-09-22,2619,0,0,50,142,21,2021
EL DORADO,CALDOR,2021-08-14,2021-10-21,221835,0,0,69,0,81,2021
TULARE,WALKERS,2021-08-15,2021-10-02,8777,0,0,49,0,0,2021
KERN,FRENCH,2021-08-18,2021-10-20,26535,0,0,64,49,6,2021
SAN BERNARDINO,SOUTH,2021-08-25,2021-09-01,680,0,0,8,9,28,2021
CALAVERAS,AIROLA,2021-08-25,2021-09-02,639,0,0,9,0,0,2021
RIVERSIDE,CHAPARRAL,2021-08-28,2021-09-08,1427,0,0,12,3,2,2021
HUMBOLDT,KNOB,2021-08-29,2021-09-12,2421,0,0,15,0,0,2021
SAN BERNARDINO,POND,2021-08-30,2021-09-04,491,0,0,6,0,0,2021
PLACER,BRIDGE,2021-09-05,2021-09-16,411,0,0,12,0,0,2021
TULARE,WINDY,2021-09-09,2021-11-11,97528,0,0,64,21,0,2021
LOS ANGELES,ROUTE,2021-09-11,2021-09-17,464,0,0,7,0,0,2021
TULARE,"KNP
COMPLEX",2021-09-11,2021-12-17,88307,0,0,98,4,1,2021
SHASTA,FAWN,2021-09-22,2021-10-02,8578,0,0,11,185,26,2021
KINGS,KETTLE,2021-10-11,2021-10-12,447,0,0,2,0,0,2021
SANTA BARBARA,ALISAL,2021-10-11,2021-11-21,16970,0,0,42,12,1,2021
MONTEREY,COLORADO,2022-01-21,2022-02-02,687,0,0,13,1,1,2022
INYO,AIRPORT,2022-02-16,2022-02-26,4136,0,0,11,0,0,2022
MADERA,VALLEY,2022-04-13,2022-04-13,680,0,0,1,0,0,2022
MERCED,SANDY,2022-05-15,2022-05-15,457,0,0,1,0,1,2022
KERN,EDMONSTON,2022-05-19,2022-05-24,682,0,0,6,0,0,2022
NAPA,OLD,2022-05-31,2022-06-05,570,0,0,6,0,0,2022
KERN,PLANT,2022-06-11,2022-06-14,517,0,0,4,0,0,2022
SAN DIEGO,BORDER 13,2022-06-13,2022-06-17,577,0,0,5,0,0,2022
TEHAMA,RANCHO,2022-06-13,2022-06-18,593,0,0,6,7,2,2022
KERN,THUNDER,2022-06-22,2022-06-27,2500,0,0,6,0,0,2022
ALAMEDA,TESLA,2022-06-23,2022-06-23,552,0,0,1,0,0,2022
MERCED,ROMERO,2022-06-23,2022-06-24,349,0,0,2,0,0,2022
GLENN,BURROWS,2022-06-28,2022-07-03,317,0,0,6,0,0,2022
SAN LUIS OBISPO,CAMINO,2022-06-28,2022-07-03,387,0,0,6,0,0,2022
NEVADA,RICES,2022-06-28,2022-07-05,904,0,0,8,4,0,2022
BUTTE,NELSON,2022-06-30,2022-06-30,328,0,0,1,0,0,2022
AMADOR,ELECTRA,2022-07-04,2022-07-23,4470,0,0,20,0,0,2022
SHASTA,PETER,2022-07-14,2022-07-19,304,0,0,6,16,4,2022
MARIPOSA,AGUA,2022-07-18,2022-07-22,421,0,0,5,3,0,2022
MARIPOSA,OAK,2022-07-22,2022-09-02,19244,0,0,43,194,10,2022
SAN DIEGO,BORDER 32,2022-08-31,2022-09-05,4456,0,0,6,30,8,2022
LOS ANGELES,ROUTE,2022-08-31,2022-09-06,5208,0,0,7,2,0,2022
SISKIYOU,MILL,2022-09-02,2022-09-14,3939,0,2,13,118,26,2022
SISKIYOU,MOUNTAIN,2022-09-02,2022-10-30,13440,0,0,59,4,0,2022
RIVERSIDE,FAIRVIEW,2022-09-05,2022-09-22,28098,0,2,18,37,8,2022
PLACER,MOSQUITO,2022-09-06,2022-10-22,76788,0,0,47,78,14,2022
MADERA,FORK,2022-09-07,2022-09-14,819,0,0,8,43,1,2022
MODOC,BARNES,2022-09-07,2022-09-28,5843,0,0,22,2,0,2022
